-50 -50 -0 -0.000373698 0.000373698 1
-50 -49 -0 0.00854606 0.00085763 0.999963
-50 -48 -0 0.0123459 0.00117986 0.999923
-50 -47 -0 0.00927043 0.00128747 0.999956
-50 -46 -0 -0.001159 0.001159 0.999999
-50 -45 0 -0.0180389 0.000807285 0.999837
-50 -44 0 -0.0391725 0.000278259 0.999232
-50 -43 0 -0.0613673 -0.000354842 0.998115
-50 -42 0 -0.0809161 -0.0010018 0.99672
-50 -41 0 -0.0941664 -0.00156854 0.995555
-50 -40 0 -0.0980468 -0.00196975 0.99518
-50 -39 0 -0.0904748 -0.002139 0.995896
-50 -38 0 -0.0706609 -0.00203598 0.997498
-50 -37 0 -0.0393519 -0.00165235 0.999224
-50 -36 0 0.00101629 -0.00101629 0.999999
-50 -35 -0 0.0464044 -0.000193328 0.998923
-50 -34 -0 0.0916446 0.000720459 0.995791
-50 -33 -0 0.131258 0.00161339 0.991347
-50 -32 -0 0.160313 0.00237626 0.987063
-50 -31 -0 0.174995 0.00291647 0.984565
-50 -30 -0 0.172815 0.00316468 0.984949
-50 -29 -0 0.152664 0.0030773 0.988273
-50 -28 -0 0.115003 0.00263983 0.993362
-50 -27 -0 0.0622578 0.00187469 0.998058
-50 -26 -0 -0.000849385 0.000849385 0.999999
-50 -25 0 -0.0675511 -0.000324219 0.997716
-50 -24 0 -0.130147 -0.00150694 0.991493
-50 -23 0 -0.181553 -0.00256042 0.983378
-50 -22 0 -0.216415 -0.00337098 0.976296
-50 -21 0 -0.231338 -0.00385811 0.972866
-50 -20 0 -0.224541 -0.00397088 0.974456
-50 -19 0 -0.195576 -0.00368309 0.980682
-50 -18 0 -0.145578 -0.00299681 0.989342
-50 -17 0 -0.0780214 -0.00195567 0.99695
-50 -16 0 0.000658295 -0.000658295 1
-50 -15 -0 0.0815236 0.000745587 0.996671
-50 -14 -0 0.155002 0.00208509 0.987912
-50 -13 -0 0.213125 0.00320873 0.97702
-50 -12 -0 0.250678 0.0040091 0.968062
-50 -11 -0 0.264923 0.00442223 0.964259
-50 -10 -0 0.254744 0.0044144 0.966999
-50 -9 -0 0.220168 0.00397333 0.975454
-50 -8 -0 0.162763 0.00311387 0.98666
-50 -7 -0 0.0866983 0.00189641 0.996233
-50 -6 -0 -0.000443016 0.000443016 1
-50 -5 0 -0.0883775 -0.0010716 0.996086
-50 -4 0 -0.166575 -0.00246085 0.986026
-50 -3 0 -0.226876 -0.00357329 0.973917
-50 -2 0 -0.264481 -0.00431368 0.964381
-50 -1 0 -0.277276 -0.00463428 0.960779
-50 0 0 -0.264693 -0.00451621 0.964322
-50 1 0 -0.22721 -0.00396043 0.973838
-50 2 0 -0.166849 -0.00299547 0.985978
-50 3 0 -0.0883302 -0.00169745 0.99609
-50 4 -0 0.000203549 -0.000203549 1
-50 5 -0 0.0881478 0.00130306 0.996107
-50 6 -0 0.165079 0.00263852 0.986277
-50 7 -0 0.223279 0.00366315 0.974748
-50 8 -0 0.258479 0.00429658 0.966007
-50 9 -0 0.269045 0.00450513 0.963117
-50 10 -0 0.254866 0.00428339 0.966967
-50 11 -0 0.216951 0.00364716 0.976176
